wavelength   n   k
1.373490e+00 2.481891e+00 1.745654e-02
1.373502e+00 2.481891e+00 1.745666e-02
1.373514e+00 2.481890e+00 1.745678e-02
1.373526e+00 2.481890e+00 1.745689e-02
1.373538e+00 2.481890e+00 1.745701e-02
1.373550e+00 2.481890e+00 1.745712e-02
1.373562e+00 2.481890e+00 1.745724e-02
1.373574e+00 2.481889e+00 1.745735e-02
1.373586e+00 2.481889e+00 1.745747e-02
1.373598e+00 2.481889e+00 1.745759e-02
1.373610e+00 2.481889e+00 1.745770e-02
1.373622e+00 2.481888e+00 1.745782e-02
1.373634e+00 2.481888e+00 1.745793e-02
1.373646e+00 2.481888e+00 1.745805e-02
1.373658e+00 2.481888e+00 1.745816e-02
1.373670e+00 2.481888e+00 1.745828e-02
1.373682e+00 2.481887e+00 1.745839e-02
1.373694e+00 2.481887e+00 1.745851e-02
1.373705e+00 2.481887e+00 1.745863e-02
1.373717e+00 2.481887e+00 1.745874e-02
1.373729e+00 2.481886e+00 1.745886e-02
1.373741e+00 2.481886e+00 1.745897e-02
1.373753e+00 2.481886e+00 1.745909e-02
1.373765e+00 2.481886e+00 1.745920e-02
1.373777e+00 2.481886e+00 1.745932e-02
1.373789e+00 2.481885e+00 1.745944e-02
1.373801e+00 2.481885e+00 1.745955e-02
1.373813e+00 2.481885e+00 1.745967e-02
1.373825e+00 2.481885e+00 1.745978e-02
1.373837e+00 2.481884e+00 1.745990e-02
1.373849e+00 2.481884e+00 1.746001e-02
1.373861e+00 2.481884e+00 1.746013e-02
1.373873e+00 2.481884e+00 1.746025e-02
1.373885e+00 2.481884e+00 1.746036e-02
1.373897e+00 2.481883e+00 1.746048e-02
1.373909e+00 2.481883e+00 1.746059e-02
1.373921e+00 2.481883e+00 1.746071e-02
1.373933e+00 2.481883e+00 1.746082e-02
1.373945e+00 2.481882e+00 1.746094e-02
1.373957e+00 2.481882e+00 1.746106e-02
1.373969e+00 2.481882e+00 1.746117e-02
1.373981e+00 2.481882e+00 1.746129e-02
1.373993e+00 2.481881e+00 1.746140e-02
1.374005e+00 2.481881e+00 1.746152e-02
1.374017e+00 2.481881e+00 1.746163e-02
1.374029e+00 2.481881e+00 1.746175e-02
1.374041e+00 2.481881e+00 1.746187e-02
1.374053e+00 2.481880e+00 1.746198e-02
1.374065e+00 2.481880e+00 1.746210e-02
1.374077e+00 2.481880e+00 1.746221e-02
1.374089e+00 2.481880e+00 1.746233e-02
1.374101e+00 2.481879e+00 1.746244e-02
1.374113e+00 2.481879e+00 1.746256e-02
1.374125e+00 2.481879e+00 1.746267e-02
1.374137e+00 2.481879e+00 1.746279e-02
1.374149e+00 2.481879e+00 1.746291e-02
1.374161e+00 2.481878e+00 1.746302e-02
1.374172e+00 2.481878e+00 1.746314e-02
1.374184e+00 2.481878e+00 1.746325e-02
1.374196e+00 2.481878e+00 1.746337e-02
1.374208e+00 2.481877e+00 1.746348e-02
1.374220e+00 2.481877e+00 1.746360e-02
1.374232e+00 2.481877e+00 1.746372e-02
1.374244e+00 2.481877e+00 1.746383e-02
1.374256e+00 2.481877e+00 1.746395e-02
1.374268e+00 2.481876e+00 1.746406e-02
1.374280e+00 2.481876e+00 1.746418e-02
1.374292e+00 2.481876e+00 1.746429e-02
1.374304e+00 2.481876e+00 1.746441e-02
1.374316e+00 2.481875e+00 1.746453e-02
1.374328e+00 2.481875e+00 1.746464e-02
1.374340e+00 2.481875e+00 1.746476e-02
1.374352e+00 2.481875e+00 1.746487e-02
1.374364e+00 2.481874e+00 1.746499e-02
1.374376e+00 2.481874e+00 1.746510e-02
1.374388e+00 2.481874e+00 1.746522e-02
1.374400e+00 2.481874e+00 1.746534e-02
1.374412e+00 2.481874e+00 1.746545e-02
1.374424e+00 2.481873e+00 1.746557e-02
1.374436e+00 2.481873e+00 1.746568e-02
1.374448e+00 2.481873e+00 1.746580e-02
1.374460e+00 2.481873e+00 1.746591e-02
1.374472e+00 2.481872e+00 1.746603e-02
1.374484e+00 2.481872e+00 1.746614e-02
1.374496e+00 2.481872e+00 1.746626e-02
1.374508e+00 2.481872e+00 1.746638e-02
1.374520e+00 2.481872e+00 1.746649e-02
1.374532e+00 2.481871e+00 1.746661e-02
1.374544e+00 2.481871e+00 1.746672e-02
1.374556e+00 2.481871e+00 1.746684e-02
1.374568e+00 2.481871e+00 1.746695e-02
1.374580e+00 2.481870e+00 1.746707e-02
1.374592e+00 2.481870e+00 1.746719e-02
1.374604e+00 2.481870e+00 1.746730e-02
1.374616e+00 2.481870e+00 1.746742e-02
1.374628e+00 2.481870e+00 1.746753e-02
1.374639e+00 2.481869e+00 1.746765e-02
1.374651e+00 2.481869e+00 1.746776e-02
1.374663e+00 2.481869e+00 1.746788e-02
1.374675e+00 2.481869e+00 1.746800e-02
1.374687e+00 2.481868e+00 1.746811e-02
1.374699e+00 2.481868e+00 1.746823e-02
1.374711e+00 2.481868e+00 1.746834e-02
1.374723e+00 2.481868e+00 1.746846e-02
1.374735e+00 2.481868e+00 1.746857e-02
1.374747e+00 2.481867e+00 1.746869e-02
1.374759e+00 2.481867e+00 1.746881e-02
1.374771e+00 2.481867e+00 1.746892e-02
1.374783e+00 2.481867e+00 1.746904e-02
1.374795e+00 2.481866e+00 1.746915e-02
1.374807e+00 2.481866e+00 1.746927e-02
1.374819e+00 2.481866e+00 1.746938e-02
1.374831e+00 2.481866e+00 1.746950e-02
1.374843e+00 2.481865e+00 1.746962e-02
1.374855e+00 2.481865e+00 1.746973e-02
1.374867e+00 2.481865e+00 1.746985e-02
1.374879e+00 2.481865e+00 1.746996e-02
1.374891e+00 2.481865e+00 1.747008e-02
1.374903e+00 2.481864e+00 1.747019e-02
1.374915e+00 2.481864e+00 1.747031e-02
1.374927e+00 2.481864e+00 1.747042e-02
1.374939e+00 2.481864e+00 1.747054e-02
1.374951e+00 2.481863e+00 1.747066e-02
1.374963e+00 2.481863e+00 1.747077e-02
1.374975e+00 2.481863e+00 1.747089e-02
1.374987e+00 2.481863e+00 1.747100e-02
1.374999e+00 2.481863e+00 1.747112e-02
1.375011e+00 2.481862e+00 1.747123e-02
1.375023e+00 2.481862e+00 1.747135e-02
1.375035e+00 2.481862e+00 1.747147e-02
1.375047e+00 2.481862e+00 1.747158e-02
1.375059e+00 2.481861e+00 1.747170e-02
1.375071e+00 2.481861e+00 1.747181e-02
1.375083e+00 2.481861e+00 1.747193e-02
1.375095e+00 2.481861e+00 1.747204e-02
1.375107e+00 2.481861e+00 1.747216e-02
1.375118e+00 2.481860e+00 1.747228e-02
1.375130e+00 2.481860e+00 1.747239e-02
1.375142e+00 2.481860e+00 1.747251e-02
1.375154e+00 2.481860e+00 1.747262e-02
1.375166e+00 2.481859e+00 1.747274e-02
1.375178e+00 2.481859e+00 1.747285e-02
1.375190e+00 2.481859e+00 1.747297e-02
1.375202e+00 2.481859e+00 1.747309e-02
1.375214e+00 2.481858e+00 1.747320e-02
1.375226e+00 2.481858e+00 1.747332e-02
1.375238e+00 2.481858e+00 1.747343e-02
1.375250e+00 2.481858e+00 1.747355e-02
1.375262e+00 2.481858e+00 1.747366e-02
1.375274e+00 2.481857e+00 1.747378e-02
1.375286e+00 2.481857e+00 1.747390e-02
1.375298e+00 2.481857e+00 1.747401e-02
1.375310e+00 2.481857e+00 1.747413e-02
1.375322e+00 2.481856e+00 1.747424e-02
1.375334e+00 2.481856e+00 1.747436e-02
1.375346e+00 2.481856e+00 1.747447e-02
1.375358e+00 2.481856e+00 1.747459e-02
1.375370e+00 2.481856e+00 1.747470e-02
1.375382e+00 2.481855e+00 1.747482e-02
1.375394e+00 2.481855e+00 1.747494e-02
1.375406e+00 2.481855e+00 1.747505e-02
1.375418e+00 2.481855e+00 1.747517e-02
1.375430e+00 2.481854e+00 1.747528e-02
1.375442e+00 2.481854e+00 1.747540e-02
1.375454e+00 2.481854e+00 1.747551e-02
1.375466e+00 2.481854e+00 1.747563e-02
1.375478e+00 2.481854e+00 1.747575e-02
1.375490e+00 2.481853e+00 1.747586e-02
1.375502e+00 2.481853e+00 1.747598e-02
1.375514e+00 2.481853e+00 1.747609e-02
1.375526e+00 2.481853e+00 1.747621e-02
1.375538e+00 2.481852e+00 1.747632e-02
1.375550e+00 2.481852e+00 1.747644e-02
1.375562e+00 2.481852e+00 1.747656e-02
1.375574e+00 2.481852e+00 1.747667e-02
1.375585e+00 2.481851e+00 1.747679e-02
1.375597e+00 2.481851e+00 1.747690e-02
1.375609e+00 2.481851e+00 1.747702e-02
1.375621e+00 2.481851e+00 1.747713e-02
1.375633e+00 2.481851e+00 1.747725e-02
1.375645e+00 2.481850e+00 1.747737e-02
1.375657e+00 2.481850e+00 1.747748e-02
1.375669e+00 2.481850e+00 1.747760e-02
1.375681e+00 2.481850e+00 1.747771e-02
1.375693e+00 2.481849e+00 1.747783e-02
1.375705e+00 2.481849e+00 1.747794e-02
1.375717e+00 2.481849e+00 1.747806e-02
1.375729e+00 2.481849e+00 1.747817e-02
1.375741e+00 2.481849e+00 1.747829e-02
1.375753e+00 2.481848e+00 1.747841e-02
1.375765e+00 2.481848e+00 1.747852e-02
1.375777e+00 2.481848e+00 1.747864e-02
1.375789e+00 2.481848e+00 1.747875e-02
1.375801e+00 2.481847e+00 1.747887e-02
1.375813e+00 2.481847e+00 1.747898e-02
1.375825e+00 2.481847e+00 1.747910e-02
1.375837e+00 2.481847e+00 1.747922e-02
1.375849e+00 2.481847e+00 1.747933e-02
1.375861e+00 2.481846e+00 1.747945e-02
1.375873e+00 2.481846e+00 1.747956e-02
1.375885e+00 2.481846e+00 1.747968e-02
1.375897e+00 2.481846e+00 1.747979e-02
1.375909e+00 2.481845e+00 1.747991e-02
1.375921e+00 2.481845e+00 1.748003e-02
1.375933e+00 2.481845e+00 1.748014e-02
1.375945e+00 2.481845e+00 1.748026e-02
1.375957e+00 2.481845e+00 1.748037e-02
1.375969e+00 2.481844e+00 1.748049e-02
1.375981e+00 2.481844e+00 1.748060e-02
1.375993e+00 2.481844e+00 1.748072e-02
1.376005e+00 2.481844e+00 1.748084e-02
1.376017e+00 2.481843e+00 1.748095e-02
1.376029e+00 2.481843e+00 1.748107e-02
1.376041e+00 2.481843e+00 1.748118e-02
1.376052e+00 2.481843e+00 1.748130e-02
1.376064e+00 2.481842e+00 1.748141e-02
1.376076e+00 2.481842e+00 1.748153e-02
1.376088e+00 2.481842e+00 1.748165e-02
1.376100e+00 2.481842e+00 1.748176e-02
1.376112e+00 2.481842e+00 1.748188e-02
1.376124e+00 2.481841e+00 1.748199e-02
1.376136e+00 2.481841e+00 1.748211e-02
1.376148e+00 2.481841e+00 1.748222e-02
1.376160e+00 2.481841e+00 1.748234e-02
1.376172e+00 2.481840e+00 1.748245e-02
1.376184e+00 2.481840e+00 1.748257e-02
1.376196e+00 2.481840e+00 1.748269e-02
1.376208e+00 2.481840e+00 1.748280e-02
1.376220e+00 2.481840e+00 1.748292e-02
1.376232e+00 2.481839e+00 1.748303e-02
1.376244e+00 2.481839e+00 1.748315e-02
1.376256e+00 2.481839e+00 1.748326e-02
1.376268e+00 2.481839e+00 1.748338e-02
1.376280e+00 2.481838e+00 1.748350e-02
1.376292e+00 2.481838e+00 1.748361e-02
1.376304e+00 2.481838e+00 1.748373e-02
1.376316e+00 2.481838e+00 1.748384e-02
1.376328e+00 2.481838e+00 1.748396e-02
1.376340e+00 2.481837e+00 1.748407e-02
1.376352e+00 2.481837e+00 1.748419e-02
1.376364e+00 2.481837e+00 1.748431e-02
1.376376e+00 2.481837e+00 1.748442e-02
1.376388e+00 2.481836e+00 1.748454e-02
1.376400e+00 2.481836e+00 1.748465e-02
1.376412e+00 2.481836e+00 1.748477e-02
1.376424e+00 2.481836e+00 1.748488e-02
1.376436e+00 2.481835e+00 1.748500e-02
1.376448e+00 2.481835e+00 1.748512e-02
1.376460e+00 2.481835e+00 1.748523e-02
1.376472e+00 2.481835e+00 1.748535e-02
1.376484e+00 2.481835e+00 1.748546e-02
1.376496e+00 2.481834e+00 1.748558e-02
1.376508e+00 2.481834e+00 1.748569e-02
1.376519e+00 2.481834e+00 1.748581e-02
1.376531e+00 2.481834e+00 1.748592e-02
1.376543e+00 2.481833e+00 1.748604e-02
1.376555e+00 2.481833e+00 1.748616e-02
1.376567e+00 2.481833e+00 1.748627e-02
1.376579e+00 2.481833e+00 1.748639e-02
1.376591e+00 2.481833e+00 1.748650e-02
1.376603e+00 2.481832e+00 1.748662e-02
1.376615e+00 2.481832e+00 1.748673e-02
1.376627e+00 2.481832e+00 1.748685e-02
1.376639e+00 2.481832e+00 1.748697e-02
1.376651e+00 2.481831e+00 1.748708e-02
1.376663e+00 2.481831e+00 1.748720e-02
1.376675e+00 2.481831e+00 1.748731e-02
1.376687e+00 2.481831e+00 1.748743e-02
1.376699e+00 2.481831e+00 1.748754e-02
1.376711e+00 2.481830e+00 1.748766e-02
1.376723e+00 2.481830e+00 1.748778e-02
1.376735e+00 2.481830e+00 1.748789e-02
1.376747e+00 2.481830e+00 1.748801e-02
1.376759e+00 2.481829e+00 1.748812e-02
1.376771e+00 2.481829e+00 1.748824e-02
1.376783e+00 2.481829e+00 1.748835e-02
1.376795e+00 2.481829e+00 1.748847e-02
1.376807e+00 2.481829e+00 1.748859e-02
1.376819e+00 2.481828e+00 1.748870e-02
1.376831e+00 2.481828e+00 1.748882e-02
1.376843e+00 2.481828e+00 1.748893e-02
1.376855e+00 2.481828e+00 1.748905e-02
1.376867e+00 2.481827e+00 1.748916e-02
1.376879e+00 2.481827e+00 1.748928e-02
1.376891e+00 2.481827e+00 1.748940e-02
1.376903e+00 2.481827e+00 1.748951e-02
1.376915e+00 2.481826e+00 1.748963e-02
1.376927e+00 2.481826e+00 1.748974e-02
1.376939e+00 2.481826e+00 1.748986e-02
1.376951e+00 2.481826e+00 1.748997e-02
1.376963e+00 2.481826e+00 1.749009e-02
1.376975e+00 2.481825e+00 1.749020e-02
1.376986e+00 2.481825e+00 1.749032e-02
1.376998e+00 2.481825e+00 1.749044e-02
1.377010e+00 2.481825e+00 1.749055e-02
1.377022e+00 2.481824e+00 1.749067e-02
1.377034e+00 2.481824e+00 1.749078e-02
1.377046e+00 2.481824e+00 1.749090e-02
1.377058e+00 2.481824e+00 1.749101e-02
1.377070e+00 2.481824e+00 1.749113e-02
1.377082e+00 2.481823e+00 1.749125e-02
1.377094e+00 2.481823e+00 1.749136e-02
1.377106e+00 2.481823e+00 1.749148e-02
1.377118e+00 2.481823e+00 1.749159e-02
1.377130e+00 2.481822e+00 1.749171e-02
1.377142e+00 2.481822e+00 1.749182e-02
1.377154e+00 2.481822e+00 1.749194e-02
1.377166e+00 2.481822e+00 1.749206e-02
1.377178e+00 2.481822e+00 1.749217e-02
1.377190e+00 2.481821e+00 1.749229e-02
1.377202e+00 2.481821e+00 1.749240e-02
1.377214e+00 2.481821e+00 1.749252e-02
1.377226e+00 2.481821e+00 1.749263e-02
1.377238e+00 2.481820e+00 1.749275e-02
1.377250e+00 2.481820e+00 1.749287e-02
1.377262e+00 2.481820e+00 1.749298e-02
1.377274e+00 2.481820e+00 1.749310e-02
1.377286e+00 2.481819e+00 1.749321e-02
1.377298e+00 2.481819e+00 1.749333e-02
1.377310e+00 2.481819e+00 1.749344e-02
1.377322e+00 2.481819e+00 1.749356e-02
1.377334e+00 2.481819e+00 1.749367e-02
1.377346e+00 2.481818e+00 1.749379e-02
1.377358e+00 2.481818e+00 1.749391e-02
1.377370e+00 2.481818e+00 1.749402e-02
1.377382e+00 2.481818e+00 1.749414e-02
1.377394e+00 2.481817e+00 1.749425e-02
1.377406e+00 2.481817e+00 1.749437e-02
1.377418e+00 2.481817e+00 1.749448e-02
1.377430e+00 2.481817e+00 1.749460e-02
1.377442e+00 2.481817e+00 1.749472e-02
1.377453e+00 2.481816e+00 1.749483e-02
1.377465e+00 2.481816e+00 1.749495e-02
1.377477e+00 2.481816e+00 1.749506e-02
1.377489e+00 2.481816e+00 1.749518e-02
1.377501e+00 2.481815e+00 1.749529e-02
1.377513e+00 2.481815e+00 1.749541e-02
1.377525e+00 2.481815e+00 1.749553e-02
1.377537e+00 2.481815e+00 1.749564e-02
1.377549e+00 2.481815e+00 1.749576e-02
1.377561e+00 2.481814e+00 1.749587e-02
1.377573e+00 2.481814e+00 1.749599e-02
1.377585e+00 2.481814e+00 1.749610e-02
1.377597e+00 2.481814e+00 1.749622e-02
1.377609e+00 2.481813e+00 1.749634e-02
1.377621e+00 2.481813e+00 1.749645e-02
1.377633e+00 2.481813e+00 1.749657e-02
1.377645e+00 2.481813e+00 1.749668e-02
1.377657e+00 2.481812e+00 1.749680e-02
1.377669e+00 2.481812e+00 1.749691e-02
1.377681e+00 2.481812e+00 1.749703e-02
1.377693e+00 2.481812e+00 1.749715e-02
1.377705e+00 2.481812e+00 1.749726e-02
1.377717e+00 2.481811e+00 1.749738e-02
1.377729e+00 2.481811e+00 1.749749e-02
1.377741e+00 2.481811e+00 1.749761e-02
1.377753e+00 2.481811e+00 1.749772e-02
1.377765e+00 2.481810e+00 1.749784e-02
1.377777e+00 2.481810e+00 1.749795e-02
1.377789e+00 2.481810e+00 1.749807e-02
1.377801e+00 2.481810e+00 1.749819e-02
1.377813e+00 2.481810e+00 1.749830e-02
1.377825e+00 2.481809e+00 1.749842e-02
1.377837e+00 2.481809e+00 1.749853e-02
1.377849e+00 2.481809e+00 1.749865e-02
1.377861e+00 2.481809e+00 1.749876e-02
1.377873e+00 2.481808e+00 1.749888e-02
1.377885e+00 2.481808e+00 1.749900e-02
1.377897e+00 2.481808e+00 1.749911e-02
1.377909e+00 2.481808e+00 1.749923e-02
1.377920e+00 2.481808e+00 1.749934e-02
1.377932e+00 2.481807e+00 1.749946e-02
1.377944e+00 2.481807e+00 1.749957e-02
1.377956e+00 2.481807e+00 1.749969e-02
1.377968e+00 2.481807e+00 1.749981e-02
1.377980e+00 2.481806e+00 1.749992e-02
1.377992e+00 2.481806e+00 1.750004e-02
1.378004e+00 2.481806e+00 1.750015e-02
1.378016e+00 2.481806e+00 1.750027e-02
1.378028e+00 2.481806e+00 1.750038e-02
1.378040e+00 2.481805e+00 1.750050e-02
1.378052e+00 2.481805e+00 1.750062e-02
1.378064e+00 2.481805e+00 1.750073e-02
1.378076e+00 2.481805e+00 1.750085e-02
1.378088e+00 2.481804e+00 1.750096e-02
1.378100e+00 2.481804e+00 1.750108e-02
1.378112e+00 2.481804e+00 1.750119e-02
1.378124e+00 2.481804e+00 1.750131e-02
1.378136e+00 2.481803e+00 1.750143e-02
1.378148e+00 2.481803e+00 1.750154e-02
1.378160e+00 2.481803e+00 1.750166e-02
1.378172e+00 2.481803e+00 1.750177e-02
1.378184e+00 2.481803e+00 1.750189e-02
1.378196e+00 2.481802e+00 1.750200e-02
1.378208e+00 2.481802e+00 1.750212e-02
1.378220e+00 2.481802e+00 1.750223e-02
1.378232e+00 2.481802e+00 1.750235e-02
1.378244e+00 2.481801e+00 1.750247e-02
1.378256e+00 2.481801e+00 1.750258e-02
1.378268e+00 2.481801e+00 1.750270e-02
1.378280e+00 2.481801e+00 1.750281e-02
1.378292e+00 2.481801e+00 1.750293e-02
1.378304e+00 2.481800e+00 1.750304e-02
1.378316e+00 2.481800e+00 1.750316e-02
1.378328e+00 2.481800e+00 1.750328e-02
1.378340e+00 2.481800e+00 1.750339e-02
1.378352e+00 2.481799e+00 1.750351e-02
1.378364e+00 2.481799e+00 1.750362e-02
1.378376e+00 2.481799e+00 1.750374e-02
1.378387e+00 2.481799e+00 1.750385e-02
1.378399e+00 2.481799e+00 1.750397e-02
1.378411e+00 2.481798e+00 1.750409e-02
1.378423e+00 2.481798e+00 1.750420e-02
1.378435e+00 2.481798e+00 1.750432e-02
1.378447e+00 2.481798e+00 1.750443e-02
1.378459e+00 2.481797e+00 1.750455e-02
1.378471e+00 2.481797e+00 1.750466e-02
1.378483e+00 2.481797e+00 1.750478e-02
1.378495e+00 2.481797e+00 1.750490e-02
1.378507e+00 2.481796e+00 1.750501e-02
1.378519e+00 2.481796e+00 1.750513e-02
1.378531e+00 2.481796e+00 1.750524e-02
1.378543e+00 2.481796e+00 1.750536e-02
1.378555e+00 2.481796e+00 1.750547e-02
1.378567e+00 2.481795e+00 1.750559e-02
1.378579e+00 2.481795e+00 1.750570e-02
1.378591e+00 2.481795e+00 1.750582e-02
1.378603e+00 2.481795e+00 1.750594e-02
1.378615e+00 2.481794e+00 1.750605e-02
1.378627e+00 2.481794e+00 1.750617e-02
1.378639e+00 2.481794e+00 1.750628e-02
1.378651e+00 2.481794e+00 1.750640e-02
1.378663e+00 2.481794e+00 1.750651e-02
1.378675e+00 2.481793e+00 1.750663e-02
1.378687e+00 2.481793e+00 1.750675e-02
1.378699e+00 2.481793e+00 1.750686e-02
1.378711e+00 2.481793e+00 1.750698e-02
1.378723e+00 2.481792e+00 1.750709e-02
1.378735e+00 2.481792e+00 1.750721e-02
1.378747e+00 2.481792e+00 1.750732e-02
1.378759e+00 2.481792e+00 1.750744e-02
1.378771e+00 2.481792e+00 1.750756e-02
1.378783e+00 2.481791e+00 1.750767e-02
1.378795e+00 2.481791e+00 1.750779e-02
1.378807e+00 2.481791e+00 1.750790e-02
1.378819e+00 2.481791e+00 1.750802e-02
1.378831e+00 2.481790e+00 1.750813e-02
1.378843e+00 2.481790e+00 1.750825e-02
1.378854e+00 2.481790e+00 1.750837e-02
1.378866e+00 2.481790e+00 1.750848e-02
1.378878e+00 2.481790e+00 1.750860e-02
1.378890e+00 2.481789e+00 1.750871e-02
1.378902e+00 2.481789e+00 1.750883e-02
1.378914e+00 2.481789e+00 1.750894e-02
1.378926e+00 2.481789e+00 1.750906e-02
1.378938e+00 2.481788e+00 1.750918e-02
1.378950e+00 2.481788e+00 1.750929e-02
1.378962e+00 2.481788e+00 1.750941e-02
1.378974e+00 2.481788e+00 1.750952e-02
1.378986e+00 2.481787e+00 1.750964e-02
1.378998e+00 2.481787e+00 1.750975e-02
1.379010e+00 2.481787e+00 1.750987e-02
1.379022e+00 2.481787e+00 1.750998e-02
1.379034e+00 2.481787e+00 1.751010e-02
1.379046e+00 2.481786e+00 1.751022e-02
1.379058e+00 2.481786e+00 1.751033e-02
1.379070e+00 2.481786e+00 1.751045e-02
1.379082e+00 2.481786e+00 1.751056e-02
1.379094e+00 2.481785e+00 1.751068e-02
1.379106e+00 2.481785e+00 1.751079e-02
1.379118e+00 2.481785e+00 1.751091e-02
1.379130e+00 2.481785e+00 1.751103e-02
1.379142e+00 2.481785e+00 1.751114e-02
1.379154e+00 2.481784e+00 1.751126e-02
1.379166e+00 2.481784e+00 1.751137e-02
1.379178e+00 2.481784e+00 1.751149e-02
1.379190e+00 2.481784e+00 1.751160e-02
1.379202e+00 2.481783e+00 1.751172e-02
1.379214e+00 2.481783e+00 1.751184e-02
1.379226e+00 2.481783e+00 1.751195e-02
1.379238e+00 2.481783e+00 1.751207e-02
1.379250e+00 2.481783e+00 1.751218e-02
1.379262e+00 2.481782e+00 1.751230e-02
1.379274e+00 2.481782e+00 1.751241e-02
1.379286e+00 2.481782e+00 1.751253e-02
1.379298e+00 2.481782e+00 1.751265e-02
1.379310e+00 2.481781e+00 1.751276e-02
1.379321e+00 2.481781e+00 1.751288e-02
1.379333e+00 2.481781e+00 1.751299e-02
1.379345e+00 2.481781e+00 1.751311e-02
1.379357e+00 2.481780e+00 1.751322e-02
1.379369e+00 2.481780e+00 1.751334e-02
1.379381e+00 2.481780e+00 1.751345e-02
1.379393e+00 2.481780e+00 1.751357e-02
1.379405e+00 2.481780e+00 1.751369e-02
1.379417e+00 2.481779e+00 1.751380e-02
1.379429e+00 2.481779e+00 1.751392e-02
1.379441e+00 2.481779e+00 1.751403e-02
1.379453e+00 2.481779e+00 1.751415e-02
1.379465e+00 2.481778e+00 1.751426e-02
1.379477e+00 2.481778e+00 1.751438e-02
1.379489e+00 2.481778e+00 1.751450e-02
1.379501e+00 2.481778e+00 1.751461e-02
1.379513e+00 2.481778e+00 1.751473e-02
1.379525e+00 2.481777e+00 1.751484e-02
1.379537e+00 2.481777e+00 1.751496e-02
1.379549e+00 2.481777e+00 1.751507e-02
1.379561e+00 2.481777e+00 1.751519e-02
1.379573e+00 2.481776e+00 1.751531e-02
1.379585e+00 2.481776e+00 1.751542e-02
1.379597e+00 2.481776e+00 1.751554e-02
1.379609e+00 2.481776e+00 1.751565e-02
1.379621e+00 2.481776e+00 1.751577e-02
1.379633e+00 2.481775e+00 1.751588e-02
1.379645e+00 2.481775e+00 1.751600e-02
1.379657e+00 2.481775e+00 1.751612e-02
1.379669e+00 2.481775e+00 1.751623e-02
1.379681e+00 2.481774e+00 1.751635e-02
1.379693e+00 2.481774e+00 1.751646e-02
1.379705e+00 2.481774e+00 1.751658e-02
1.379717e+00 2.481774e+00 1.751669e-02
1.379729e+00 2.481773e+00 1.751681e-02
1.379741e+00 2.481773e+00 1.751693e-02
1.379753e+00 2.481773e+00 1.751704e-02
1.379765e+00 2.481773e+00 1.751716e-02
1.379777e+00 2.481773e+00 1.751727e-02
1.379788e+00 2.481772e+00 1.751739e-02
1.379800e+00 2.481772e+00 1.751750e-02
1.379812e+00 2.481772e+00 1.751762e-02
1.379824e+00 2.481772e+00 1.751773e-02
1.379836e+00 2.481771e+00 1.751785e-02
1.379848e+00 2.481771e+00 1.751797e-02
1.379860e+00 2.481771e+00 1.751808e-02
1.379872e+00 2.481771e+00 1.751820e-02
1.379884e+00 2.481771e+00 1.751831e-02
1.379896e+00 2.481770e+00 1.751843e-02
1.379908e+00 2.481770e+00 1.751854e-02
1.379920e+00 2.481770e+00 1.751866e-02
1.379932e+00 2.481770e+00 1.751878e-02
1.379944e+00 2.481769e+00 1.751889e-02
1.379956e+00 2.481769e+00 1.751901e-02
1.379968e+00 2.481769e+00 1.751912e-02
1.379980e+00 2.481769e+00 1.751924e-02
1.379992e+00 2.481769e+00 1.751935e-02
1.380004e+00 2.481768e+00 1.751947e-02
1.380016e+00 2.481768e+00 1.751959e-02
1.380028e+00 2.481768e+00 1.751970e-02
1.380040e+00 2.481768e+00 1.751982e-02
1.380052e+00 2.481767e+00 1.751993e-02
1.380064e+00 2.481767e+00 1.752005e-02
1.380076e+00 2.481767e+00 1.752016e-02
1.380088e+00 2.481767e+00 1.752028e-02
1.380100e+00 2.481767e+00 1.752040e-02
1.380112e+00 2.481766e+00 1.752051e-02
1.380124e+00 2.481766e+00 1.752063e-02
1.380136e+00 2.481766e+00 1.752074e-02
1.380148e+00 2.481766e+00 1.752086e-02
1.380160e+00 2.481765e+00 1.752097e-02
1.380172e+00 2.481765e+00 1.752109e-02
1.380184e+00 2.481765e+00 1.752120e-02
1.380196e+00 2.481765e+00 1.752132e-02
1.380208e+00 2.481764e+00 1.752144e-02
1.380220e+00 2.481764e+00 1.752155e-02
1.380232e+00 2.481764e+00 1.752167e-02
1.380244e+00 2.481764e+00 1.752178e-02
1.380255e+00 2.481764e+00 1.752190e-02
1.380267e+00 2.481763e+00 1.752201e-02
1.380279e+00 2.481763e+00 1.752213e-02
1.380291e+00 2.481763e+00 1.752225e-02
1.380303e+00 2.481763e+00 1.752236e-02
1.380315e+00 2.481762e+00 1.752248e-02
1.380327e+00 2.481762e+00 1.752259e-02
1.380339e+00 2.481762e+00 1.752271e-02
1.380351e+00 2.481762e+00 1.752282e-02
1.380363e+00 2.481762e+00 1.752294e-02
1.380375e+00 2.481761e+00 1.752306e-02
1.380387e+00 2.481761e+00 1.752317e-02
1.380399e+00 2.481761e+00 1.752329e-02
1.380411e+00 2.481761e+00 1.752340e-02
1.380423e+00 2.481760e+00 1.752352e-02
1.380435e+00 2.481760e+00 1.752363e-02
1.380447e+00 2.481760e+00 1.752375e-02
